input,output
"Mme Green vit dans un petit village. Son mari est décédé, mais elle a un fils. Il s'appelle Jack. Il a vingt et un ans. Il travaillait dans un magasin du village et vivait avec sa mère, mais il a trouvé un emploi dans une ville lointaine appelée Green Sea. Il y va et vit là-bas. Mme Green n'est pas contente de cela.

Un jour, Mme Green est en colère. Elle monte dans un train et se rend chez son fils à Green Sea. Puis elle lui dit : ""Jack, pourquoi ne m'appelles-tu jamais ?""

Jack sourit : ""Mais, Maman, tu n'as pas de téléphone.""

""Non,"" répond-elle, ""je n'en ai pas, mais toi, tu en as un !"" 
","{
""question"": ""That day Mrs Green goes to Green Sea  _  ."",
""options"": [""by bike"", ""by train"", ""by air"", ""by bus""],
""answer"": ""B"",
""explanation"": ""The text says 'Elle monte dans un train et se rend chez son fils à Green Sea', meaning she gets on a train and travels to Green Sea.""
}"
"L'hiver peut être une période de maladie si vous ne vous tenez pas suffisamment au chaud.

Pendant les mois d'hiver, les gens attrapent facilement des rhumes et la grippe. Beaucoup pensent qu'il s'agit de la même chose, mais ces deux maladies sont différentes.

Les rhumes peuvent durer jusqu'à une semaine. Vous aurez le nez qui coule, un mal de gorge, des maux de tête, une toux et de la fièvre.

La grippe est plus grave. Vous vous sentirez malade très rapidement. Vous aurez de la fièvre et des maux de tête. Votre corps vous fera mal et vous vous sentirez faible. Cela peut durer jusqu'à quatre semaines.

Existe-t-il un moyen d'éviter les rhumes et la grippe ? Éviter les personnes atteintes de rhume ou de grippe peut fonctionner.

Essayez de ne pas vous toucher le nez ou les yeux si vous avez été près de quelqu'un qui a un rhume. Lavez-vous les mains, surtout après vous être mouché. Sortir avec les cheveux mouillés peut aussi vous donner un rhume ! Si vous attrapez un rhume ou la grippe, allez au lit et reposez-vous. Cela vous aidera à aller mieux. Buvez beaucoup d'eau. Restez dans une pièce chaude et bien aérée. Si vous avez mal à la tête ou si vos muscles vous font mal, prenez des médicaments. 
","{
""question"": ""How long does a cold usually last?"",
""options"": [""2or 3 days"", ""up to 4 weeks"", ""up to a day"", ""about 7 days""],
""answer"": ""D"",
""explanation"": ""The text states that colds can last up to a week.""
} 
"
"Conduite en Amérique
Restez à droite
La circulation suit la règle « restez à droite ». En conduisant, restez du côté droit de la route. Sur une route à sens unique à plusieurs voies, la voie la plus à droite serait la plus lente et la voie la plus à gauche la plus rapide.
Signaux manuels
Bien que les clignotants soient utilisés pour indiquer la direction que vous prenez, il est très important de connaître certains signaux manuels, et ils sont généralement toujours demandés lors d'un test de conduite. Lorsque vous souhaitez tourner à droite, vous pouvez sortir votre main gauche de la fenêtre et la pointer vers le haut. Lorsque vous souhaitez tourner à gauche, vous pouvez sortir votre bras gauche de la fenêtre et le pointer vers la gauche. Si vous souhaitez ralentir ou vous arrêter, vous pouvez simplement pointer vers le bas.
Bus scolaires
Les bus scolaires jaunes ont des feux rouges clignotants et des panneaux d'arrêt qui sortent du côté du conducteur. Les conducteurs utilisent ces signaux d'avertissement pour faire monter et descendre les élèves. Peu importe de quel côté de la route vous circulez, si vous croisez un bus scolaire avec ses feux clignotants et un panneau d'arrêt utilisé, vous devez vous arrêter. C'est la loi. Restez arrêté jusqu'à ce que les feux cessent de clignoter ou que le panneau d'arrêt soit retiré.
Utilisation du klaxon
L'utilisation du klaxon n'est pas courante en Amérique. En fait, ils sont très rarement utilisés. Vous pouvez utiliser votre klaxon pour avertir les piétons ou les autres conducteurs d'un danger possible ou pour éviter des accidents. N'utilisez pas votre klaxon pour exprimer votre colère ou vous plaindre des erreurs des autres conducteurs ou pour essayer de faire avancer plus vite un conducteur lent. 
","{
""question"": ""Who is the passage most probably written for?"",
""options"": [""Passers-by."", ""Pupils."", ""Policemen."", ""Drivers.""],
""answer"": ""D"",
""explanation"": ""The passage explains rules and regulations related to driving in America, therefore, it is most likely written for drivers.""
}"
"Les feux d'artifice sont généralement un plaisir pour de nombreux adolescents. Même si cela n'est pas légal dans de nombreuses régions, certains trouveront toujours un moyen d'obtenir des feux d'artifice et de faire la fête. Vous connaissez peut-être des adolescents qui utilisent des feux d'artifice d'une autre manière, par exemple pour tenter de mettre le feu à des bâtiments. Cela peut entraîner de graves problèmes juridiques. Non seulement il n'est pas légal d'avoir des feux d'artifice, mais les adolescents seront également accusés des dommages causés aux bâtiments. Vous pensez peut-être que c'est amusant, mais c'est dangereux pour les autres ainsi que pour votre avenir. Il est dangereux de déclencher des feux d'artifice, surtout si vous ne savez pas comment les déclencher. Les adolescents qui ne connaissent pas la bonne façon de déclencher des feux d'artifice peuvent se retrouver dans de nombreux ennuis. Si quelque chose se passe mal, des blessures corporelles peuvent survenir. Il est possible que les feux d'artifice ne partent pas correctement et explosent au sol. Si l'adolescent est trop près, il pourrait subir de graves blessures physiques. Les adolescents peuvent également causer beaucoup de dommages aux autres personnes qui se trouvent dans la même zone que les feux d'artifice. Lorsque les adolescents ne savent pas comment allumer correctement les feux d'artifice, ils mettront beaucoup de personnes en danger. De nombreux adolescents présents au spectacle de feux d'artifice ont été blessés par un feu d'artifice allumé par un autre adolescent. Il est très courant que les adolescents avec des feux d'artifice mettent le feu à des choses à proximité, comme des arbres et des bâtiments. C'est pourquoi les adolescents doivent toujours être surveillés par un adulte. Bien qu'ils puissent sembler amusants et inoffensifs, les feux d'artifice peuvent en fait causer beaucoup de dégâts s'ils ne sont pas manipulés correctement. Il est courant que les adolescents aient beaucoup d'ennuis simplement parce qu'ils ont des feux d'artifice, même s'ils ne sont pas surpris en train de les déclencher. En plus de la sécurité personnelle, la sécurité des choses environnantes doit toujours être prise en compte.","{
""question"": ""Teenagers suffer some serious physical injuries mainly because   _"",
""options"": [""setting off fireworks is too dangerous"", ""they don't know how to set off fireworks"", ""fireworks explode on the ground"", ""something goes wrong with fireworks""],
""answer"": ""B"",
""explanation"": ""Le texte indique que les adolescents qui ne connaissent pas la bonne façon de déclencher des feux d'artifice peuvent se retrouver dans de nombreux ennuis et subir de graves blessures physiques.""
}"
"Aussi choquant que puisse paraître l'idée de bébés oiseaux grandissant dans un foyer rempli de fumée de cigarette, une nouvelle étude suggère que certains oiseaux pourraient tirer profit en intégrant des éléments de mégots de cigarette dans leurs nids. La nicotine qui reste dans les filtres fumés pourrait servir d'insecticide naturel, repoussant les insectes nuisibles des nids et des oisillons qui s'y trouvent. Les plants de tabac produisent de la nicotine car elle les protège des insectes qui les mangeraient autrement.

Les mégots sont indéniablement malodorants. Mais les oiseaux sont en réalité assez friands des produits chimiques odorants, comme ceux que l'on trouve dans les plantes aromatiques. Certaines espèces nidificatrices garnissent régulièrement leurs nids de produits aromatiques frais, peut-être parce que les produits chimiques sont bénéfiques pour le système immunitaire ou le développement des oisillons. Ou encore, les produits chimiques des plantes pourraient agir comme des insecticides.

Dans l'étude, des chercheurs de l'Université autonome de Tlaxcala au Mexique ont installé des pièges à chaleur, qui attirent les insectes nuisibles, dans 55 nids autour de Mexico. Certains pièges étaient doublés du contenu de filtres de cigarette fumés. Les autres étaient doublés du contenu de filtres de cigarette non fumés, qui ne contenaient pas de nicotine ni d'autres sous-produits de la fumée. Que le nid contienne des œufs, des oisillons ou rien, les pièges à cigarette non fumé ont recueilli plus d'insectes nuisibles, suggérant que ce sont les produits chimiques qui ont repoussé les insectes nuisibles.

Dans une deuxième expérience, les chercheurs ont collecté 28 nids de moineaux domestiques et 29 nids de pinsons domestiques à Mexico immédiatement après que les oisillons se sont envolés pour se nourrir. Ils ont constaté que plus un nid était rempli de contenu de filtres fumés, moins il contenait d'insectes nuisibles.

La pièce manquante du puzzle est de savoir si la réduction du nombre d'insectes nuisibles dans les nids a réellement apporté un bénéfice aux oisillons. Il n'est pas non plus clair si la nicotine ou un autre produit chimique présent dans les cigarettes a pu chasser les insectes nuisibles des nids.

Si les résultats se confirment, cette étude est un exemple d'adaptation de la faune à l'urbanisation - ou tout au moins une preuve que les oiseaux sont intelligents et peuvent toujours suivre leur odorat dans les environnements urbains. 
","{
""question"": ""What may be the function of nicotine in cigarette butts for birds?"",
""options"": [
""To provide building materials for bird nests."",
""To drive harmful insects away from bird nests."",
""To protect the plants from being eaten by insects."",
""To attract baby birds to stay in the nests.""
],
""answer"": ""B"",
""explanation"": ""The study suggests that the nicotine in cigarette butts could act as a natural insecticide, deterring harmful insects from the nests and the baby birds within.""
}"
"Aux États-Unis, les gens adorent leurs chiens et les traitent bien. Ils les promènent, les laissent jouer dehors et leur donnent de la bonne nourriture et des soins médicaux. Cependant, les chiens sans propriétaire pour s'occuper d'eux mènent une vie différente. L'expression ""mener une vie de chien"" décrit une personne qui a une existence malheureuse.

Certaines personnes disent que nous vivons dans un monde où ""c'est le chien qui mange le chien"". Cela signifie que beaucoup de gens sont en compétition pour les mêmes choses, comme de bons emplois. Elles disent que pour réussir, une personne doit ""travailler comme un chien"". Cela signifie qu'elle doit travailler très, très dur. Un travail si acharné peut rendre les gens ""fatigués comme un chien"". Et la situation serait encore pire s'ils tombaient ""malade comme un chien"".

Malgré tout, les gens disent que ""chaque chien a son jour"". Cela signifie que chaque personne profite d'une période de succès au cours de sa vie. Pour réussir, les gens doivent souvent apprendre de nouvelles compétences. Pourtant, certaines personnes disent que ""vous ne pouvez jamais apprendre de nouveaux tours à un vieux chien"". Elles pensent que les personnes âgées n'aiment pas apprendre de nouvelles choses et ne changeront pas leur façon de faire.

Certaines personnes sont comparées aux chiens de manière négative. Les personnes qui sont méchantes ou indifférentes peuvent être décrites comme ""plus méchantes qu'un chien de décharge"". Les chiens de décharge vivent dans des endroits où les gens jettent les choses qu'ils ne veulent plus. Les chiens méchants sont souvent utilisés pour garder cette propriété. Ils aboient ou attaquent les personnes qui tentent de pénétrer dans la propriété. Cependant, parfois une personne qui semble méchante et menaçante n'est pas si mauvaise en réalité. On dit que ""son écorce est pire que sa morsure"".

Les maris et les femmes utilisent cette expression ""la niche"" lorsqu'ils sont en colère l'un contre l'autre. Par exemple, une femme pourrait se mettre en colère contre son mari parce qu'il est rentré tard ou a oublié leur anniversaire de mariage. Elle pourrait lui dire qu'il est ""dans la niche"". Elle pourrait ne pas le traiter gentiment jusqu'à ce qu'il s'excuse. Cependant, le mari pourrait décider qu'il vaut mieux ""laisser dormir les chiens"" et ne pas créer plus de problèmes.

Les expressions avec ""chien"" sont également utilisées pour décrire le temps. Les ""jours de chien"" de l'été sont les jours les plus chauds de l'année. Une pluie peut rafraîchir le temps. Mais nous ne voulons pas qu'il pleuve trop fort. Nous ne voulons pas qu'il pleuve ""des cordes"". 
","{
""question"": ""What does the article mainly talk about?"",
""options"": [""Dogs' life in America."", ""How to treat dogs well."", ""Why Americans love dogs."", ""Expressions with the word \""dog\"".""],
""answer"": ""D"",
""explanation"": ""The article explains the different expressions using the word \""dog\"" and what they mean.""
}"
"Voici quelques livres que vos enfants peuvent lire en grandissant. Choisissez-en un maintenant !

Je vais m'aimer
Jamie Lee Curtis
Prix : 15,00 $ (15 % de réduction)
Célébrer l'amour de soi ? À travers les dialogues entre une fille et un garçon, le texte de Jamie Lee Curtis et les illustrations de Laura Cornell montrent aux enfants que la clé pour se sentir bien est de s'aimer soi-même parce que l'on est soi-même.

C'est normal d'être différent
Todd Parr
Prix : 20,00 $ (10 % de réduction)
Le livre, plein de couleurs vives et de scènes amusantes, explique aux enfants comment apprendre à accepter les autres, à comprendre les autres et à respecter les autres. L'auteur raconte toujours des histoires d'une manière facile à comprendre pour les enfants.

Psychologie pour les enfants Vol. I : 40 tests amusants qui vous aident à vous connaître
J. Kincher
Prix : 18,00 $ (15 % de réduction)
Ces quarante tests intéressants aident les enfants à explorer leurs intérêts et leurs capacités, à découvrir pourquoi ils agissent comme ils le font et à découvrir ce qui les rend différents.

La règle d'or
Ilene Cooper
Prix : 10,00 $ (20 % de réduction)
La règle d'or : « Traitez les autres comme vous voulez être traité. » Dans ce livre, un grand-père explique à son petit-fils que la règle d'or signifie que vous traitez les gens de la façon dont vous aimeriez être traité. Elle est dorée parce qu'elle est si précieuse, et c'est une façon de vivre sa vie simplement.

Que veux-tu vraiment ?
Beverly K. Bachel
Prix : 20,00 $ (15 % de réduction)
Chaque partie comprend des exercices amusants, des suggestions utiles et des témoignages de succès d'adolescents. Les lecteurs apprennent à se fixer un objectif, à le mettre en action, à se créer un système de soutien, à utiliser l'autosuggestion positive, à célébrer leurs réussites et plus encore. 
","{
""question"": ""The text is mainly written for   _  ."",
""options"": [""students"", ""children"", ""librarians"", ""parents""],
""answer"": ""D"",
""explanation"": ""The text explicitly states that the books are for children to read as they grow up, making parents the intended audience.""
}"
"En 1896, Einstein s'est rendu à Zurich pour étudier la physique. Là, il a rencontré une jeune fille d'origine hongroise. Ils ont étudié dans la même classe et leur intérêt commun pour la physique les a rapprochés, faisant d'eux de bons amis. Ils sont rapidement tombés amoureux. En 1903, alors qu'Einstein avait 24 ans, il a épousé Mileva, qui était de quatre ans son aînée.

Après leur mariage, Einstein s'est consacré à la recherche de sa grande théorie. Pour aider son mari davantage, Mileva a abandonné son propre travail et est devenue une bonne épouse et assistante. Elle faisait de son mieux pour l'encourager à chaque occasion. Elle était certaine que son mari réussirait. Ils discutaient souvent de la théorie en se promenant dehors ou en étant assis ensemble dans leur chambre. Ils le faisaient même dans leurs lettres lorsque l'un d'eux était absent du domicile.

En 1914, Einstein a déménagé à Berlin et _ là. À cette époque, sa théorie s'est avérée correcte et il est devenu célèbre dans le monde entier. Mais la Première Guerre mondiale a éclaté peu de temps après. Mileva, ainsi que ses deux fils qui étaient en vacances en Suisse, n'ont plus pu revenir à Berlin. La guerre a non seulement interrompu le travail d'Einstein, mais elle a également brisé la chaleur et le bonheur de la famille. En 1919, Einstein et Mileva ont dû divorcer. 
","{
""question"": ""We can learn from the passage that Merits   _  ."",
""options"": [""greatly helped Einstein with his research work"", ""supported Einstein but helped him little"", ""was also a great scientist"", ""was the real discoverer of the theory""],
""answer"": ""A"",
""explanation"": ""The passage states that Mileva abandoned her own work and became a good wife and assistant to Einstein. She supported him by encouraging him and discussing his theories with him, which indicates that she greatly helped him with his research.""
}"
"Ayant garé ma voiture près du lavage auto à côté du supermarché, je suis sorti attendre que ma femme rentre du travail. Un homme que la société qualifierait de clochard s'approchait de moi en traversant le parking. À son allure, il n'avait ni voiture, ni maison, ni vêtements propres, ni argent. Il y a des moments où l'on se sent généreux, mais il y a d'autres moments où l'on ne veut tout simplement pas être dérangé. C'était l'un de ces moments où je ne voulais pas être dérangé.

""J'espère qu'il ne va pas me demander de l'argent"", pensais-je. Il ne l'a pas fait. Il est venu s'asseoir sur le siège près de l'arrêt de bus, mais il ne semblait pas avoir assez d'argent pour prendre le bus. Après quelques minutes, il a dit : ""C'est une très belle voiture"". Il était en haillons, mais il avait une certaine dignité autour de lui. J'ai répondu ""merci"" sans le regarder.

Il est resté assis là silencieusement pendant un moment. La mendicité tant attendue n'est jamais venue. Alors que le silence entre nous s'épaississait, quelque chose à l'intérieur de moi a dit : ""Demande-lui s'il a besoin d'aide"". J'étais sûr qu'il dirait ""oui"". Alors j'ai demandé : ""Avez-vous besoin d'aide ?"" Il a répondu en trois mots simples que je n'oublierai jamais. Ces trois mots m'ont secoué. ""Ne l'avons-nous pas tous ?"", a-t-il dit.

Je me sentais réussi et important, au-dessus d'un clochard dans la rue, jusqu'à ce que ces trois mots me frappent. Ne l'avons-nous pas tous ? J'avais besoin d'aide. Peut-être pas pour les frais de bus ou un endroit où dormir, mais j'avais besoin d'aide. J'ai fouillé dans mon portefeuille et je lui ai donné non seulement assez pour les frais de bus, mais aussi assez pour obtenir un repas chaud et un abri pour la journée. Ces trois petits mots résonnent toujours. Peu importe combien vous avez, vous avez aussi besoin d'aide. Cependant, peu importe combien vous avez, vous pouvez aussi donner de l'aide. 
","{
""question"": ""When the author first saw the bum, he planned to   _  ."",
""options"": [""ignore his difficulty"", ""give him a lesson"", ""offer him some help"", ""make friends with him""],
""answer"": ""A"",
""explanation"": ""The author states that he didn't want to be bothered and that he hoped the man wouldn't ask him for money, implying he intended to ignore the man's situation.""
}"
"Les psychologues ont des points de vue opposés sur la façon dont les récompenses externes, de la louange chaleureuse à l'argent froid, affectent la motivation et la créativité. Les behavioristes, qui étudient la relation entre les actions et leurs conséquences, soutiennent que les récompenses peuvent améliorer la performance au travail et à l'école. Les chercheurs cognitifs, qui étudient divers aspects de la vie mentale, affirment que les récompenses détruisent souvent la créativité en encourageant la dépendance à l'approbation et aux cadeaux des autres.

Ce dernier point de vue a gagné de nombreux partisans, en particulier parmi les éducateurs. Mais l'utilisation prudente de petites récompenses monétaires suscite la créativité chez les enfants du primaire, suggérant que les incitations correctement présentées aident effectivement à l'inventivité, selon une étude publiée dans le numéro de juin du Journal of Personality and Social Psychology.

""Si les enfants savent qu'ils travaillent pour une récompense et peuvent se concentrer sur une tâche vraiment difficile, ils font preuve de la plus grande créativité"", explique Robert Eisenberger de l'Université du Delaware à Newark. ""Mais il est facile de tuer la créativité en donnant des récompenses pour une mauvaise performance ou en créant trop d'anticipation pour les récompenses.""

Un enseignant qui attire constamment l'attention sur les récompenses ou qui distribue des notes élevées pour des réalisations ordinaires se retrouve avec des élèves sans inspiration, affirme Eisenberger. À titre d'exemple de ce dernier point, il note les efforts croissants des grandes universités pour resserrer les normes de notation et rétablir les notes d'échec.

Dans les classes inférieures, l'utilisation des ""économies de jetons"", dans lesquelles les élèves s'attaquent à des problèmes difficiles et reçoivent des points basés sur la performance pour obtenir des récompenses valorisées, montre une promesse d'accroître l'effort et la créativité, affirme le psychologue du Delaware. 
","{
""question"": ""Psychologists are divided with regard to their attitudes towards   _  ."",
""options"": [""the choice between spiritual encouragement and monetary rewards"", ""the amount of monetary rewards for student' creativity"", ""the study of relationship between actions and their consequences"", ""the effects of external rewards on students' performance""],
""answer"": ""D"",
""explanation"": ""The text states that psychologists have opposing views on how external rewards, such as praise and money, affect motivation and creativity. This highlights the debate around the effects of external rewards on performance.""
}"
"Mme Black voulait rendre visite à son fils. Son fils travaillait dans un bureau de poste en ville, mais elle ne savait pas où il se trouvait. Elle a commencé à le chercher, mais elle n'a pas réussi à le trouver. Elle a demandé à un vieil homme : ""Excusez-moi, comment puis-je aller au bureau de poste ?""
""Nous avons environ quarante bureaux de poste dans la ville,"" a répondu le vieil homme. ""Lequel voulez-vous visiter ?"" Elle lui a donné la lettre de son fils et le vieil homme a dit : ""Marchez le long de cette rue jusqu'au premier carrefour, puis tournez à gauche. Vous le verrez sur votre gauche."" Elle a remercié le vieil homme et a rapidement trouvé son fils. Ils étaient très heureux. 
","{
""question"": ""She can get to the post office by  _"",
""options"": [""walking along the street, and turning left at the first crossroads"", ""going straight along the street"", ""walking left at the corner"", ""walking along the street ,and turning right at the first crossroads""],
""answer"": ""A"",
""explanation"": ""The old man told her to walk along the street until the first crossroads and then turn left to find the post office.""
}"
"Stacey Hillman, âgée de 10 ans, lisait un magazine sur les chiens policiers ayant besoin de gilets pare-balles. Elle s'est dit que quelqu'un devrait commencer à collecter des fonds pour les chiens policiers.

Après avoir obtenu la permission du chef LaBrusciano, elle s'est rendue au shérif du comté, Don Eslinger. Elle s'est mise en quatre pour visiter tous les chiens policiers et informer les services de sa nouvelle association caritative. Elle a fabriqué des ""boîtes de collecte"" en utilisant des bouteilles et y a collé une photo d'elle avec un chien policier. Elle a placé ces bouteilles dans les cabinets vétérinaires et les animaleries.

Le chef du service de police de sa ville natale a aidé à faire de l'idée de Stacey une association caritative officielle - Pennies to Protect Police Dogs. Plus elle collectait d'argent, plus elle gagnait en popularité, et plus les gens se proposaient de faire des dons et de l'aider à atteindre son objectif de donner à chaque chien policier une protection efficace. 

Stacey voyage partout dans son État pour collecter des fonds et dire aux gens à quel point les chiens policiers sont importants. Elle prend la parole dans les écoles, et elles font également des dons à son association caritative. Depuis que Stacey a lancé son association caritative, elle a acheté des gilets pare-balles pour les chiens policiers avec les 140 000 dollars qu'elle a récoltés. Mais elle a beaucoup d'autres amis K-9 qui ont encore besoin d'être protégés, et elle promet de continuer son association caritative jusqu'à ce que chaque chien policier de tout le pays ait un gilet pare-balles.

Chaque gilet coûte 700 dollars, et chaque chien policier devrait en avoir un. Il n'y a pas toujours d'argent des impôts pour fournir ces gilets aux K-9, et très peu de services en ont. Les chiens policiers sauvent des vies tout comme les policiers, et souvent, les chiens policiers sont les premiers à intervenir. Stacey dépend des dons de chacun pour fournir aux chiens des gilets pare-balles. 
","{
""question"": ""How many bulletproof vests has Stacey bought for the police dogs?"",
""options"": [""100."", ""140."", ""200."", ""700.""],
""answer"": ""C"",
""explanation"": ""Stacey has raised $140,000 and each bulletproof vest costs $700, so she has been able to buy 200 vests because 140,000 / 700 = 200.""
}"
"Confucius est né le 28 septembre 551 avant J.-C. Les Chinois considèrent Confucius comme le plus grand penseur et également le plus grand professeur. Il a eu environ 3 000 élèves. Pendant plus de 2 000 ans, les idées de Confucius ont été présentes dans la vie quotidienne des gens. Maintenant, elles se sont répandues en Asie orientale et du Sud. Les gens peuvent encore les entendre aujourd'hui. 

Pourquoi ses idées sont-elles si populaires ? Parce qu'elles aident beaucoup dans la vie quotidienne. Confucius a dit que les jeunes devraient s'occuper des vieux. Les gens devraient abandonner la pensée de soi et travailler pour les autres. En tant que grand professeur, Confucius a dit que tous devraient aller à l'école s'ils le pouvaient. 
","{
""question"": ""Confucius'ideas have gone far into  _  ."", 
""options"": [""east and south Asia"", ""north and west Asia"", ""east and south Africa"", ""north and west Affica""], 
""answer"": ""A"",
""explanation"": ""Le texte indique que les idées de Confucius se sont répandues en Asie orientale et du Sud.""
} 
"
"Mon cher Cecil,

Juste un petit mot avant de commencer sérieusement. Quand j'ai écrit ceci, tu avais 8 ans, encore un petit garçon. En 2002, j'ai été appelé au service actif dans le Corps des Marines dans la guerre contre le terrorisme. Le 11 septembre 2001, lorsque l'Amérique a été attaquée, je savais que j'allais devoir y aller et j'étais rempli d'une profonde tristesse. Ce soir-là, alors que toi et Keiko dormiez, j'ai regardé vos petits visages et n'ai pas pu retenir mes larmes. Je savais que ce serait difficile pour toi car j'avais vécu une expérience similaire. Quand j'étais un petit garçon de 6 ans, mon père, ton grand-père Cawley, a été envoyé au Vietnam pendant la guerre là-bas. Je me souviens à quel point il me manquait aussi. Mais maintenant, malheureusement, je me rends compte à quel point cela a dû être difficile pour grand-père d'être séparé de ses enfants pendant un an. En repensant à cela, j'ai voulu mettre mes pensées et mes sentiments par écrit pour toi et ta sœur. Je suis tellement désolé d'avoir dû partir pendant si longtemps. Il n'y a nulle part où je préférerais être qu'avec toi et Keiko. Vous deux êtes les lumières de ma vie. Je n'ai connu aucun plus grand bonheur que ces quelques années depuis votre naissance. J'espère avoir encore de nombreuses années avec vous. Si cela ne se produit pas, sachez que je vous aime plus que les mots ne peuvent le dire. Si, pour une raison quelconque, je ne rentre pas à la maison, j'aurai besoin de toi pour prendre soin de ta petite sœur et de ta mère. Tu seras l'homme de la famille Cawley. Sois sage mon fils et Dieu veillera sur toi comme il a veillé sur moi. J'attendrai avec impatience le moment où nous pourrons tous être réunis à nouveau. 
","{
""question"": ""Keiko is the   _   of the writer."",
""options"": [""wife"", ""son"", ""daughter"", ""sister""],
""answer"": ""C"",
""explanation"": ""The text mentions that Keiko and the writer's son Cecil were sleeping together when the writer left for war. This suggests Keiko is also the writer's child.""
}"
"Mon magasin préféré s'appelle ""Model World"". Il se trouve au deuxième étage du Happy Plaza, près du Pizza Club. Il est ouvert tous les jours de 10h à 20h.

""Model World"" vend toutes sortes de maquettes. Il propose des soldats, des voitures, des bateaux, des avions, des navettes spatiales et même des dinosaures. Il y a des maquettes pour les jeunes enfants et des maquettes pour les adultes. Certaines maquettes ne comportent qu'une vingtaine de pièces, tandis que d'autres en ont plus de 2 000. Vous pouvez également y acheter de la peinture, de la colle et d'autres articles.

Le personnel de ""Model World"" est très sympathique. Ils sont passionnés par la réalisation de maquettes. Ils vous donneront des conseils et répondront à toutes vos questions. Les prix ne sont pas bas, mais ils ne sont pas non plus élevés. Mon meilleur achat a été une maquette d'hélicoptère. Elle coûtait 30 $, mais elle comportait plus de 400 pièces. C'était vraiment amusant à faire. Si vous êtes intéressé par les maquettes, vous devriez visiter ce magasin. 
","{
""question"": ""The writer wrote the passage to tell us about   _"",
""options"": [""his favourite model"", ""his favourite shop"", ""how to make models"", ""why it was fun to make models""],
""answer"": ""B"",
""explanation"": ""Le passage décrit en détail le magasin \""Model World\"", ses produits, son personnel et ses prix. Il est donc clair que l'auteur veut nous parler de son magasin préféré.""
}"
"L'aubergine ! Délicieuse et disponible dans une variété de couleurs, et non, elle n'a rien à voir avec les poulets ! Ce légume au nom étrange est cependant aussi polyvalent qu'un œuf. Il peut être cuit à la vapeur, frit et au four. Il peut être consommé seul ou combiné avec des viandes et d'autres légumes.

L'aubergine a été cultivée pour la première fois en Inde au 5ème siècle avant J.-C. Sa popularité s'est rapidement répandue en Chine puis dans toute l'Asie. Finalement, au Moyen-Âge, le légume a fait son chemin en Europe. À cette époque, l'aubergine n'était pas le légume violet brillant que la plupart des gens connaissent aujourd'hui. Elle ressemblait plutôt à un œuf blanc. En raison de cette apparence semblable à un œuf, l'aubergine a reçu son nom. Dans ses premiers temps, le légume était si amer que les gens l'appelaient souvent ""pomme folle"". Ce surnom est apparu car les gens pensaient que son amertume était mauvaise pour la santé. Ils pensaient en fait que l'aubergine pouvait causer la folie et le cancer.

Heureusement, aujourd'hui, les gens savent que l'aubergine ne provoque ni la folie ni le cancer. En fait, l'aubergine est tellement saine qu'elle peut prévenir le cancer. De plus, le cerveau et le cœur profitent de ce super légume. Riche en fibres, l'aubergine peut améliorer la digestion.

L'Italie, la Turquie, l'Égypte, la Chine et le Japon sont les principaux producteurs d'aubergine au monde aujourd'hui. Selon sa localisation, l'aubergine peut être violette, verte, orange ou jaune-blanc. Et elle peut être aussi petite qu'une tomate ou aussi grande qu'un concombre. Les variétés de plats vont du simple au complexe, toutes étant délicieuses.

Aujourd'hui, des milliers de personnes se rassemblent à Loomis, en Californie, pour le festival annuel de l'aubergine de Loomis. La principale activité du festival est de déguster de délicieux plats à base d'aubergine. Il y a cependant beaucoup d'autres choses à faire et à voir. Des concours de recettes, des arts et de l'artisanat, des artistes, des courses et des activités pour enfants ""excitent"" les festivaliers. La plupart des gens au festival seraient d'accord : l'aubergine est un légume ""excellent"". 
","{
""question"": ""Which of the following is true according to the passage?"",
""options"": [""Eggplant can be eaten to cure cancer"", ""Eggplant used to taste bitter."", ""India produce the most eggplant in the world today."", ""Eggplant has a history of nearly 1,000 years.""],
""answer"": ""B"",
""explanation"": ""The passage states that eggplant was very bitter in its early days and people called it \""pomme folle\"" because of its bitterness.""
}"
